edad,ingresos_mensuales,gastos_fijos_mensuales,monto_prestamo,plazo_meses,historial_crediticio_score,deudas_actuales,ratio_deuda_ingreso,antiguedad_empleo_meses,numero_consultas_crediticias,dependientes,patrimonio_neto,tasa_interes_ofrecida,monto_ahorros,cuota_mensual_estimada,relacion_cuota_ingreso,nivel_educacion,situacion_laboral,tipo_vivienda,finalidad_prestamo,provincia,estado_civil,tipo_contrato,aprobado
22.0,800.0,480.0,29775,84,549.0,48833.0,2.5,45.0,1,2,91190.0,16.0,2129.0,591.0,0.7388,Secundaria,Temporal,Hipotecada,Personal,Madrid,Casado,Practicas,0
59.0,1935.0,1057.0,156116,36,814.0,1825.0,0.1667,109.0,3,4,88135.0,19.1,20642.0,5730.0,2.9612,Tecnico,Desempleado,Alquilada,Hipoteca,Sevilla,Casado,Temporal,1
56.0,1712.0,525.0,126443,84,661.0,33943.0,1.6981,4.0,0,1,69960.0,15.6,11642.0,2483.0,1.4504,Secundaria,Fijo,Propia,Automovil,Valencia,Casado,Temporal,1
75.0,1405.0,644.0,111832,180,564.0,10345.0,0.701,8.0,1,1,56999.0,12.4,11828.0,1371.0,0.9758,Secundaria,Fijo,Propia,Hipoteca,Sevilla,Soltero,Sin contrato,0
58.0,2620.0,1170.0,229046,48,644.0,2542.0,0.2176,21.0,1,4,-64529.0,7.4,112.0,5527.0,2.1095,Universitario,Temporal,Otro,Educacion,Barcelona,Casado,Indefinido,1
45.0,3757.0,2089.0,377463,84,673.0,5759.0,0.188,32.0,4,1,104303.0,17.0,28858.0,7714.0,2.0532,Universitario,Autonomo,Familiar,Hipoteca,Madrid,Soltero,Indefinido,1
24.0,4544.0,2152.0,235428,24,703.0,32954.0,0.7456,4.0,3,3,-69523.0,16.2,4535.0,11550.0,2.5418,Secundaria,Fijo,Propia,Hipoteca,Sevilla,Soltero,Indefinido,0
26.0,3444.0,1968.0,217927,36,736.0,625.0,0.1442,11.0,0,1,53324.0,14.0,39982.0,7448.0,2.1626,Tecnico,Temporal,Alquilada,Automovil,Sevilla,Divorciado,Temporal,1
25.0,1999.0,960.0,49559,84,719.0,1812.0,0.0788,73.0,1,1,-68575.0,17.3,22273.0,1021.0,0.5108,Universitario,Fijo,Hipotecada,Negocio,Madrid,Soltero,Practicas,1
29.0,3720.0,1768.0,200130,240,815.0,40488.0,1.0073,36.0,1,0,120610.0,9.5,735.0,1865.0,0.5013,Universitario,Fijo,Propia,Automovil,Bilbao,Casado,Indefinido,1
51.0,3212.0,1318.0,84428,60,660.0,7627.0,0.2489,165.0,3,3,186986.0,11.7,12141.0,1865.0,0.5806,Universitario,Jubilado,Alquilada,Hipoteca,Madrid,Divorciado,Indefinido,0
50.0,5227.0,1965.0,341201,48,636.0,14986.0,0.2771,25.0,3,0,-3795.0,19.7,8699.0,10328.0,1.9759,Primaria,Fijo,Otro,Personal,Madrid,Casado,Temporal,1
65.0,4751.0,2471.0,183707,36,518.0,17115.0,0.4108,196.0,1,2,282302.0,10.3,25840.0,5954.0,1.2532,Postgrado,Temporal,Hipotecada,Consolidacion,Bilbao,Divorciado,Temporal,0
72.0,3036.0,966.0,314646,48,737.0,3999.0,0.2191,52.0,2,4,204355.0,21.9,18770.0,9896.0,3.0,Secundaria,Autonomo,Propia,Consolidacion,Bilbao,Soltero,Indefinido,1
40.0,1740.0,627.0,86134,84,705.0,4884.0,0.3371,17.0,4,3,87480.0,13.3,17062.0,1581.0,0.9086,Secundaria,Temporal,Familiar,Personal,Madrid,Soltero,Indefinido,1
41.0,2015.0,428.0,100705,36,599.0,2931.0,0.127,1.0,1,3,53253.0,27.6,24133.0,4144.0,2.0566,Primaria,Autonomo,Familiar,Personal,Madrid,Casado,Sin contrato,1
54.0,2143.0,1329.0,128154,60,672.0,1981.0,0.166,193.0,0,2,64331.0,13.9,12560.0,2975.0,1.3882,Universitario,Autonomo,Propia,Consolidacion,Madrid,Casado,Temporal,0
52.0,2467.0,892.0,82559,120,649.0,31535.0,1.1545,68.0,2,3,159505.0,10.7,3777.0,1123.0,0.4552,Postgrado,Desempleado,Alquilada,Personal,Madrid,Soltero,Temporal,0
61.0,3501.0,1013.0,88138,36,666.0,2582.0,0.2065,59.0,3,0,97250.0,15.8,25710.0,3090.0,0.8826,Secundaria,Fijo,Alquilada,Negocio,Barcelona,Soltero,Indefinido,1
57.0,4578.0,2591.0,430519,84,625.0,17001.0,0.4265,22.0,2,2,122538.0,8.2,4106.0,6753.0,1.4751,Universitario,Fijo,Propia,Consolidacion,Barcelona,Casado,Temporal,0
39.0,2891.0,1651.0,163897,120,660.0,54850.0,1.6352,41.0,0,2,102798.0,15.4,18519.0,2685.0,0.9287,Secundaria,Fijo,Hipotecada,Consolidacion,Madrid,Viudo,Temporal,0
44.0,3010.0,1636.0,115344,180,513.0,33409.0,1.0205,0.0,3,2,127678.0,16.2,13022.0,1710.0,0.5681,Primaria,Jubilado,Alquilada,Automovil,Sevilla,Divorciado,Sin contrato,0
52.0,3249.0,705.0,61709,12,613.0,8192.0,0.3436,47.0,2,3,128348.0,22.8,1368.0,5799.0,1.7849,Postgrado,Jubilado,Alquilada,Educacion,Barcelona,Soltero,Sin contrato,0
18.0,2187.0,2117.0,153113,24,678.0,5433.0,0.3291,17.0,3,1,-80000.0,11.5,2523.0,7172.0,3.0,Tecnico,Desempleado,Alquilada,Consolidacion,Barcelona,Soltero,Sin contrato,0
52.0,1711.0,892.0,125688,360,587.0,633.0,0.096,60.0,1,1,89570.0,14.4,6693.0,1529.0,0.8936,Universitario,Fijo,Otro,Negocio,Madrid,Viudo,Sin contrato,0
54.0,1040.0,200.0,121275,24,685.0,7732.0,0.7584,1.0,0,1,-27179.0,15.8,9173.0,5926.0,3.0,Sin estudios,Autonomo,Familiar,Automovil,Madrid,Casado,Indefinido,0
64.0,1964.0,776.0,108728,60,836.0,2501.0,0.2522,172.0,3,1,28501.0,12.3,22149.0,2435.0,1.2398,Universitario,Fijo,Propia,Personal,Barcelona,Soltero,Temporal,1
31.0,3960.0,1496.0,218860,24,546.0,3117.0,0.1809,92.0,0,1,-67577.0,11.4,8627.0,10241.0,2.5861,Tecnico,Fijo,Hipotecada,Hipoteca,Barcelona,Soltero,Temporal,1
20.0,1955.0,535.0,199372,180,485.0,19414.0,0.8539,223.0,5,2,-20589.0,7.5,11615.0,1848.0,0.9453,Secundaria,Fijo,Propia,Personal,Valencia,Casado,Indefinido,0
18.0,2585.0,1071.0,161695,24,759.0,31104.0,1.1148,15.0,5,1,-4101.0,18.7,8571.0,8127.0,3.0,Universitario,Autonomo,Hipotecada,Hipoteca,Bilbao,Soltero,Practicas,0
22.0,3944.0,1894.0,141508,24,838.0,7313.0,0.2149,20.0,3,3,-80000.0,15.5,37119.0,6895.0,1.7482,Universitario,Desempleado,Otro,Negocio,Madrid,Casado,Sin contrato,0
43.0,4074.0,1302.0,254166,60,683.0,29059.0,0.631,20.0,3,2,-80000.0,16.9,11366.0,6303.0,1.5471,Universitario,Temporal,Familiar,Personal,Bilbao,Casado,Sin contrato,0
72.0,1560.0,481.0,169291,36,651.0,4476.0,0.2563,4.0,1,0,-6866.0,10.6,14256.0,5510.0,3.0,Primaria,Autonomo,Alquilada,Educacion,Valencia,Soltero,Indefinido,1
31.0,5422.0,1682.0,73079,84,592.0,52624.0,0.8241,85.0,1,1,132445.0,11.0,13550.0,1251.0,0.2307,Universitario,Desempleado,Propia,Hipoteca,Barcelona,Viudo,Practicas,0
56.0,5863.0,3520.0,332081,84,699.0,10404.0,0.2084,21.0,2,0,3169.0,19.5,6394.0,7275.0,1.2408,Universitario,Fijo,Hipotecada,Automovil,Sevilla,Soltero,Indefinido,0
44.0,1513.0,1339.0,134287,60,649.0,32515.0,1.8751,35.0,4,0,56350.0,19.8,7844.0,3543.0,2.3417,Universitario,Jubilado,Propia,Hipoteca,Valencia,Soltero,Indefinido,0
26.0,1818.0,1174.0,75382,180,726.0,5185.0,0.3393,46.0,2,1,98925.0,24.3,1832.0,1569.0,0.863,Universitario,Fijo,Propia,Personal,Bilbao,Casado,Temporal,0
32.0,6092.0,2408.0,612132,84,496.0,415.0,0.1356,62.0,1,3,10973.0,12.8,2499.0,11069.0,1.817,Universitario,Fijo,Propia,Automovil,Madrid,Divorciado,Temporal,1
32.0,2730.0,1389.0,239412,36,679.0,42692.0,1.3249,43.0,2,2,176566.0,16.8,16079.0,8512.0,3.0,Universitario,Fijo,Hipotecada,Consolidacion,Barcelona,Casado,Temporal,1
43.0,800.0,412.0,96778,12,575.0,19435.0,2.0716,7.0,5,0,-48390.0,12.8,22289.0,8635.0,3.0,Tecnico,Fijo,Familiar,Automovil,Valencia,Casado,Indefinido,0
59.0,1287.0,469.0,128146,120,735.0,3674.0,0.2428,49.0,1,0,-39079.0,15.8,9822.0,2131.0,1.6558,Sin estudios,Desempleado,Propia,Educacion,Madrid,Divorciado,Temporal,0
30.0,2567.0,1204.0,64594,120,547.0,16271.0,0.6279,3.0,1,7,-36058.0,18.2,21050.0,1172.0,0.4566,Secundaria,Desempleado,Propia,Consolidacion,Barcelona,Casado,Temporal,0
68.0,1484.0,1086.0,124800,180,707.0,76819.0,2.5,17.0,2,3,165270.0,23.8,11473.0,2550.0,1.7183,Secundaria,Temporal,Propia,Negocio,Bilbao,Soltero,Indefinido,0
49.0,2326.0,660.0,202640,36,598.0,23939.0,0.8646,90.0,1,0,-80000.0,21.9,3149.0,7728.0,3.0,Universitario,Jubilado,Alquilada,Personal,Sevilla,Casado,Indefinido,0
56.0,3039.0,1368.0,153391,36,611.0,56351.0,1.6349,26.0,3,0,67689.0,17.9,8159.0,5538.0,1.8223,Secundaria,Autonomo,Alquilada,Automovil,Sevilla,Divorciado,Indefinido,0
66.0,7168.0,1522.0,52907,60,726.0,1506.0,0.0466,103.0,1,0,-28676.0,6.8,26096.0,1043.0,0.1455,Universitario,Jubilado,Hipotecada,Personal,Sevilla,Viudo,Indefinido,1
69.0,2504.0,1399.0,138179,24,578.0,23766.0,0.8896,24.0,2,4,57128.0,8.6,2329.0,6287.0,2.5108,Universitario,Fijo,Otro,Consolidacion,Bilbao,Soltero,Indefinido,0
49.0,5673.0,2991.0,141229,36,515.0,31561.0,0.5171,4.0,4,0,129369.0,7.7,5897.0,4406.0,0.7767,Universitario,Fijo,Familiar,Hipoteca,Bilbao,Soltero,Indefinido,1
21.0,7025.0,3253.0,413756,180,657.0,1975.0,0.0623,26.0,1,5,294188.0,21.8,5848.0,7823.0,1.1136,Postgrado,Fijo,Alquilada,Negocio,Madrid,Divorciado,Temporal,1
47.0,7049.0,2323.0,522645,48,591.0,31346.0,0.4847,52.0,0,2,-77675.0,9.1,19151.0,13031.0,1.8486,Universitario,Autonomo,Hipotecada,Educacion,Barcelona,Viudo,Indefinido,0
54.0,3536.0,1079.0,207829,12,527.0,15369.0,0.4734,47.0,0,0,-79291.0,27.7,6995.0,20026.0,3.0,Secundaria,Jubilado,Familiar,Negocio,Bilbao,Soltero,Indefinido,0
40.0,918.0,239.0,69381,84,682.0,12177.0,1.1145,114.0,0,0,121783.0,12.4,9762.0,1240.0,1.3508,Secundaria,Autonomo,Alquilada,Automovil,Sevilla,Casado,Indefinido,1
56.0,3930.0,2439.0,102844,36,676.0,15084.0,0.4285,70.0,5,3,8290.0,22.2,14751.0,3938.0,1.002,Tecnico,Jubilado,Familiar,Consolidacion,Sevilla,Casado,Indefinido,1
62.0,5592.0,3449.0,87876,36,661.0,2226.0,0.1751,35.0,2,3,5798.0,16.7,4892.0,3120.0,0.5579,Tecnico,Desempleado,Otro,Automovil,Valencia,Casado,Sin contrato,0
32.0,2839.0,995.0,236191,12,696.0,2381.0,0.1409,87.0,3,2,246278.0,22.3,4731.0,22140.0,3.0,Secundaria,Fijo,Propia,Automovil,Sevilla,Soltero,Sin contrato,1
60.0,8491.0,4509.0,120199,60,470.0,3849.0,0.1176,11.0,2,2,39571.0,14.4,5706.0,2822.0,0.3324,Tecnico,Autonomo,Propia,Hipoteca,Valencia,Casado,Indefinido,1
46.0,4994.0,1322.0,165609,60,581.0,39956.0,0.7175,43.0,0,2,-80000.0,27.3,3422.0,5087.0,1.0186,Postgrado,Autonomo,Alquilada,Educacion,Valencia,Divorciado,Indefinido,1
53.0,4192.0,2244.0,409857,24,675.0,5946.0,0.2328,13.0,2,4,-50827.0,14.2,1387.0,19717.0,3.0,Universitario,Temporal,Alquilada,Hipoteca,Sevilla,Soltero,Indefinido,1
30.0,5721.0,2206.0,272402,12,743.0,4381.0,0.1785,70.0,4,2,261631.0,10.2,27504.0,23974.0,3.0,Tecnico,Autonomo,Hipotecada,Personal,Sevilla,Soltero,Sin contrato,1
49.0,3641.0,1249.0,251400,60,672.0,10300.0,0.3695,23.0,3,2,27311.0,17.7,400.0,6343.0,1.7421,Universitario,Fijo,Propia,Personal,Barcelona,Soltero,Indefinido,1
24.0,800.0,288.0,25775,120,755.0,13592.0,1.5243,94.0,1,2,103905.0,8.8,9604.0,324.0,0.405,Secundaria,Temporal,Hipotecada,Personal,Barcelona,Casado,Sin contrato,0
68.0,2209.0,1067.0,77338,360,589.0,1646.0,0.209,17.0,1,2,120179.0,13.6,65372.0,892.0,0.4038,Secundaria,Jubilado,Familiar,Negocio,Madrid,Casado,Indefinido,1
39.0,6114.0,2861.0,328730,12,595.0,15437.0,0.3559,143.0,2,2,-73258.0,24.7,6211.0,31196.0,3.0,Postgrado,Fijo,Propia,Consolidacion,Madrid,Casado,Temporal,0
45.0,1836.0,715.0,136963,84,617.0,34507.0,1.6275,52.0,0,1,-6881.0,14.6,1349.0,2612.0,1.4227,Universitario,Jubilado,Hipotecada,Automovil,Madrid,Casado,Sin contrato,1
19.0,2607.0,1177.0,263023,36,643.0,1413.0,0.1534,50.0,0,1,34920.0,14.5,16307.0,9054.0,3.0,Primaria,Temporal,Propia,Consolidacion,Sevilla,Soltero,Temporal,1
59.0,1593.0,686.0,121748,12,490.0,19100.0,1.0019,295.0,2,1,83216.0,18.8,27679.0,11208.0,3.0,Sin estudios,Autonomo,Propia,Hipoteca,Madrid,Casado,Indefinido,1
62.0,8694.0,2658.0,139344,48,648.0,1504.0,0.0723,14.0,1,1,35029.0,22.0,34181.0,4390.0,0.5049,Tecnico,Fijo,Alquilada,Automovil,Sevilla,Divorciado,Indefinido,1
74.0,8175.0,2564.0,341791,60,647.0,14093.0,0.2049,16.0,1,3,100547.0,12.0,8671.0,7603.0,0.93,Tecnico,Desempleado,Alquilada,Hipoteca,Bilbao,Divorciado,Indefinido,0
70.0,1754.0,799.0,187577,60,595.0,2732.0,0.2545,113.0,0,2,-80000.0,17.1,19148.0,4672.0,2.6636,Secundaria,Desempleado,Hipotecada,Consolidacion,Madrid,Divorciado,Indefinido,1
23.0,3256.0,1274.0,101182,12,581.0,8817.0,0.2666,68.0,1,3,196008.0,8.7,2350.0,8834.0,2.7131,Secundaria,Fijo,Propia,Personal,Barcelona,Soltero,Indefinido,1
45.0,1982.0,981.0,107014,240,674.0,891.0,0.0696,64.0,2,1,-80000.0,13.3,731.0,1277.0,0.6443,Primaria,Autonomo,Otro,Hipoteca,Valencia,Divorciado,Sin contrato,0
45.0,4311.0,1952.0,204192,12,703.0,42186.0,0.8848,116.0,3,3,17150.0,14.0,5254.0,18334.0,3.0,Universitario,Fijo,Alquilada,Automovil,Madrid,Divorciado,Sin contrato,0
61.0,4047.0,1532.0,145505,36,663.0,1434.0,0.0636,164.0,3,4,199583.0,6.9,2403.0,4486.0,1.1085,Secundaria,Autonomo,Propia,Negocio,Madrid,Divorciado,Temporal,1
61.0,4851.0,2698.0,508030,48,663.0,3679.0,0.0895,53.0,3,0,307185.0,20.9,8606.0,15704.0,3.0,Universitario,Autonomo,Alquilada,Automovil,Sevilla,Divorciado,Practicas,1
37.0,3638.0,608.0,229613,240,647.0,5595.0,0.1993,17.0,2,0,-80000.0,25.9,14984.0,4985.0,1.3703,Tecnico,Jubilado,Propia,Hipoteca,Valencia,Soltero,Indefinido,1
47.0,17348.0,7918.0,513466,360,651.0,106.0,0.0414,19.0,3,3,-80000.0,15.6,26311.0,6740.0,0.3885,Secundaria,Fijo,Hipotecada,Hipoteca,Sevilla,Soltero,Indefinido,1
28.0,1609.0,550.0,63697,12,711.0,17359.0,0.9173,125.0,1,2,166075.0,21.0,23232.0,5931.0,3.0,Universitario,Fijo,Familiar,Educacion,Barcelona,Casado,Temporal,1
75.0,1068.0,1211.0,112622,36,796.0,8031.0,0.6649,10.0,0,1,167382.0,13.1,13218.0,3800.0,3.0,Secundaria,Jubilado,Hipotecada,Educacion,Barcelona,Soltero,Sin contrato,1
72.0,2355.0,974.0,219821,60,784.0,18483.0,0.7662,32.0,0,5,71066.0,12.5,37253.0,4946.0,2.1002,Postgrado,Autonomo,Familiar,Personal,Bilbao,Casado,Indefinido,1
45.0,1164.0,634.0,96568,84,552.0,31033.0,2.2381,10.0,2,2,-80000.0,15.5,27778.0,1891.0,1.6246,Sin estudios,Temporal,Otro,Personal,Sevilla,Casado,Indefinido,0
42.0,1217.0,665.0,246155,84,460.0,6299.0,0.4456,69.0,3,1,34810.0,20.7,3051.0,5570.0,3.0,Universitario,Fijo,Alquilada,Consolidacion,Madrid,Divorciado,Temporal,1
56.0,1635.0,283.0,145883,36,698.0,640.0,0.0939,66.0,1,3,77510.0,13.8,29051.0,4972.0,3.0,Universitario,Autonomo,Propia,Automovil,Bilbao,Soltero,Indefinido,1
50.0,1714.0,420.0,190699,36,652.0,30009.0,1.4834,137.0,4,1,191103.0,14.1,4598.0,6527.0,3.0,Postgrado,Temporal,Alquilada,Consolidacion,Bilbao,Soltero,Temporal,0
18.0,1681.0,693.0,73524,12,645.0,58981.0,2.5,30.0,2,0,-80000.0,8.3,4630.0,6406.0,3.0,Universitario,Temporal,Alquilada,Hipoteca,Barcelona,Casado,Indefinido,0
74.0,4068.0,2059.0,339901,180,684.0,19329.0,0.5334,16.0,3,1,14854.0,13.3,13700.0,4368.0,1.0737,Secundaria,Desempleado,Alquilada,Negocio,Valencia,Casado,Temporal,0
44.0,2200.0,725.0,205387,48,628.0,3558.0,0.1569,27.0,0,1,155188.0,6.1,12643.0,4833.0,2.1968,Universitario,Fijo,Alquilada,Hipoteca,Barcelona,Casado,Indefinido,0
74.0,2677.0,939.0,203314,180,504.0,16124.0,0.6097,72.0,4,1,-80000.0,19.9,6490.0,3556.0,1.3284,Universitario,Jubilado,Alquilada,Personal,Madrid,Soltero,Sin contrato,0
69.0,5098.0,2074.0,206153,36,547.0,2663.0,0.055,6.0,1,0,36166.0,26.3,2266.0,8339.0,1.6357,Secundaria,Desempleado,Hipotecada,Hipoteca,Bilbao,Soltero,Indefinido,0
30.0,1882.0,1462.0,119529,120,553.0,7311.0,0.4404,5.0,3,1,-80000.0,10.2,5931.0,1593.0,0.8464,Universitario,Autonomo,Familiar,Negocio,Madrid,Soltero,Indefinido,0
58.0,2543.0,883.0,91182,12,710.0,23574.0,0.9128,176.0,3,2,-26914.0,18.9,52738.0,8399.0,3.0,Universitario,Fijo,Alquilada,Hipoteca,Barcelona,Soltero,Indefinido,1
20.0,3712.0,2416.0,81695,180,820.0,7514.0,0.2854,5.0,1,5,-17225.0,13.8,3114.0,1077.0,0.2901,Universitario,Jubilado,Otro,Consolidacion,Madrid,Casado,Indefinido,1
56.0,930.0,524.0,115197,240,608.0,8671.0,0.9093,198.0,1,3,76913.0,20.1,6956.0,1966.0,2.114,Secundaria,Temporal,Propia,Hipoteca,Madrid,Casado,Indefinido,1
23.0,800.0,268.0,43250,36,850.0,173.0,0.1293,77.0,1,1,210752.0,24.6,1770.0,1710.0,2.1375,Universitario,Desempleado,Alquilada,Consolidacion,Sevilla,Soltero,Indefinido,1
25.0,3669.0,1098.0,188232,24,479.0,10671.0,0.2836,40.0,2,2,-18237.0,9.7,17596.0,8660.0,2.3603,Tecnico,Autonomo,Propia,Consolidacion,Madrid,Casado,Indefinido,0
44.0,4005.0,1565.0,90171,36,604.0,23677.0,0.5271,4.0,1,0,160459.0,12.2,11117.0,3004.0,0.7501,Postgrado,Jubilado,Otro,Automovil,Madrid,Divorciado,Sin contrato,1
26.0,10286.0,4451.0,551416,180,666.0,27459.0,0.3575,34.0,3,1,-67965.0,12.3,14295.0,6725.0,0.6538,Secundaria,Fijo,Otro,Educacion,Barcelona,Casado,Temporal,1
54.0,3278.0,1058.0,266868,36,420.0,5894.0,0.1546,136.0,2,1,289273.0,9.2,31898.0,8511.0,2.5964,Primaria,Fijo,Propia,Hipoteca,Valencia,Casado,Indefinido,1
50.0,4875.0,2893.0,185950,36,787.0,1794.0,0.1117,60.0,3,1,11532.0,17.7,9144.0,6695.0,1.3733,Tecnico,Temporal,Alquilada,Personal,Madrid,Casado,Indefinido,1
68.0,2651.0,1936.0,109266,360,588.0,43945.0,1.4318,24.0,0,1,40675.0,26.1,7853.0,2378.0,0.897,Tecnico,Fijo,Familiar,Educacion,Madrid,Casado,Indefinido,0
59.0,3563.0,1779.0,86398,84,653.0,14301.0,0.4713,40.0,1,1,133178.0,8.8,35785.0,1381.0,0.3876,Sin estudios,Fijo,Alquilada,Hipoteca,Barcelona,Divorciado,Sin contrato,1
61.0,8106.0,1508.0,369423,180,690.0,52066.0,0.5601,56.0,2,3,101194.0,17.5,17336.0,5817.0,0.7176,Tecnico,Fijo,Otro,Negocio,Madrid,Soltero,Temporal,0
41.0,833.0,669.0,122932,120,507.0,7528.0,0.8084,16.0,4,4,93453.0,14.6,10065.0,1953.0,2.3445,Tecnico,Autonomo,Familiar,Consolidacion,Valencia,Soltero,Indefinido,0
32.0,3821.0,2363.0,156155,48,850.0,3300.0,0.0866,83.0,3,0,-80000.0,16.7,1079.0,4482.0,1.173,Universitario,Autonomo,Familiar,Hipoteca,Madrid,Soltero,Indefinido,1
71.0,10736.0,3133.0,99979,180,662.0,5856.0,0.1862,65.0,3,0,-3899.0,21.1,23124.0,1838.0,0.1712,Universitario,Jubilado,Propia,Automovil,Valencia,Casado,Indefinido,1
49.0,3531.0,2199.0,193393,60,619.0,19241.0,0.5045,64.0,1,2,8467.0,11.8,5363.0,4282.0,1.2127,Universitario,Fijo,Familiar,Automovil,Madrid,Casado,Temporal,0
49.0,8025.0,2509.0,488922,84,550.0,890.0,0.0651,87.0,2,4,-80000.0,8.7,4602.0,7792.0,0.971,Universitario,Desempleado,Alquilada,Consolidacion,Barcelona,Casado,Temporal,1
41.0,2044.0,896.0,133987,36,668.0,8774.0,0.3669,80.0,5,2,103205.0,14.8,12170.0,4632.0,2.2661,Primaria,Fijo,Propia,Hipoteca,Madrid,Casado,Temporal,1
58.0,2924.0,1751.0,194514,360,508.0,618.0,0.033,45.0,1,3,154668.0,10.8,5820.0,1823.0,0.6235,Postgrado,Desempleado,Propia,Consolidacion,Barcelona,Casado,Temporal,0
69.0,3042.0,1416.0,98994,180,663.0,6304.0,0.3126,119.0,2,1,-80000.0,12.7,20275.0,1233.0,0.4053,Tecnico,Fijo,Familiar,Hipoteca,Barcelona,Viudo,Temporal,1
66.0,800.0,580.0,33900,24,776.0,6626.0,0.7872,41.0,0,2,72241.0,14.0,8971.0,1628.0,2.035,Secundaria,Fijo,Propia,Hipoteca,Bilbao,Soltero,Sin contrato,1
66.0,1479.0,837.0,38737,36,755.0,28802.0,1.7148,24.0,3,2,-53906.0,21.7,109937.0,1473.0,0.9959,Tecnico,Fijo,Alquilada,Automovil,Barcelona,Soltero,Sin contrato,0
75.0,1544.0,931.0,51825,120,600.0,1374.0,0.1924,20.0,0,2,246775.0,17.3,4430.0,911.0,0.59,Universitario,Fijo,Hipotecada,Consolidacion,Sevilla,Casado,Practicas,0
69.0,4882.0,1163.0,202284,12,625.0,34193.0,0.6781,8.0,2,0,99278.0,12.7,1016.0,18039.0,3.0,Universitario,Fijo,Propia,Educacion,Madrid,Soltero,Indefinido,0
29.0,5031.0,1755.0,315452,48,699.0,123.0,0.0401,81.0,2,1,101891.0,8.9,13395.0,7835.0,1.5573,Postgrado,Temporal,Hipotecada,Automovil,Valencia,Viudo,Sin contrato,1
56.0,3621.0,1758.0,68060,60,756.0,13127.0,0.4391,2.0,3,3,-80000.0,25.6,46849.0,2022.0,0.5584,Tecnico,Temporal,Hipotecada,Hipoteca,Bilbao,Casado,Indefinido,1
19.0,4888.0,2315.0,80246,36,788.0,42855.0,0.7675,99.0,2,0,-80000.0,5.6,46364.0,2427.0,0.4965,Sin estudios,Fijo,Alquilada,Personal,Barcelona,Divorciado,Temporal,0
20.0,2701.0,1201.0,184838,180,797.0,20601.0,0.7588,115.0,4,1,-69467.0,18.2,40107.0,3003.0,1.1118,Universitario,Autonomo,Otro,Consolidacion,Madrid,Casado,Temporal,0
66.0,6131.0,1935.0,276171,180,566.0,728.0,0.0521,59.0,0,1,92171.0,5.8,4759.0,2301.0,0.3753,Universitario,Fijo,Alquilada,Hipoteca,Barcelona,Divorciado,Indefinido,1
54.0,2997.0,1560.0,66118,360,718.0,12682.0,0.3908,17.0,3,1,-48672.0,14.9,11408.0,831.0,0.2773,Universitario,Jubilado,Alquilada,Hipoteca,Bilbao,Divorciado,Sin contrato,1
66.0,3086.0,1809.0,87633,24,525.0,8595.0,0.3192,13.0,1,4,66166.0,10.0,649.0,4044.0,1.3104,Primaria,Desempleado,Familiar,Automovil,Valencia,Soltero,Temporal,0
73.0,2542.0,946.0,180098,12,608.0,15783.0,0.5377,5.0,1,1,-11327.0,7.7,10535.0,15641.0,3.0,Tecnico,Fijo,Hipotecada,Automovil,Valencia,Casado,Indefinido,0
34.0,4495.0,1628.0,48650,60,544.0,10347.0,0.248,139.0,4,1,-80000.0,20.3,26603.0,1297.0,0.2885,Universitario,Autonomo,Hipotecada,Automovil,Madrid,Soltero,Practicas,1
66.0,2315.0,452.0,298152,120,546.0,6028.0,0.2927,41.0,3,0,59280.0,13.5,13309.0,4540.0,1.9611,Secundaria,Autonomo,Alquilada,Hipoteca,Barcelona,Viudo,Sin contrato,0
19.0,5355.0,2169.0,223661,36,672.0,325.0,0.1388,29.0,2,4,-72510.0,11.4,4059.0,7365.0,1.3754,Primaria,Desempleado,Alquilada,Personal,Madrid,Divorciado,Indefinido,1
19.0,1511.0,722.0,158535,36,588.0,7235.0,0.4565,289.0,2,6,-66912.0,12.3,7125.0,5288.0,3.0,Tecnico,Fijo,Propia,Personal,Bilbao,Soltero,Sin contrato,0
45.0,1542.0,817.0,158980,60,676.0,4019.0,0.2238,5.0,1,0,-80000.0,18.1,36382.0,4046.0,2.6239,Universitario,Desempleado,Alquilada,Consolidacion,Valencia,Casado,Indefinido,0
71.0,4503.0,886.0,370041,60,541.0,2820.0,0.175,92.0,2,2,35616.0,11.3,2840.0,8101.0,1.799,Universitario,Jubilado,Propia,Negocio,Barcelona,Viudo,Practicas,0
40.0,2827.0,1161.0,118148,60,694.0,53970.0,1.6834,120.0,1,4,-80000.0,20.9,15310.0,3190.0,1.1284,Secundaria,Temporal,Familiar,Personal,Madrid,Soltero,Temporal,0
54.0,2270.0,1182.0,164957,48,611.0,2144.0,0.1808,96.0,1,1,195300.0,22.7,11232.0,5260.0,2.3172,Universitario,Autonomo,Otro,Hipoteca,Madrid,Casado,Indefinido,1
49.0,5085.0,1470.0,334983,84,624.0,12761.0,0.2226,122.0,4,0,10280.0,13.2,3291.0,6130.0,1.2055,Universitario,Fijo,Familiar,Consolidacion,Barcelona,Casado,Sin contrato,1
50.0,2071.0,877.0,98199,60,533.0,10943.0,0.4669,22.0,1,0,39194.0,17.5,2848.0,2467.0,1.1912,Universitario,Autonomo,Alquilada,Personal,Valencia,Soltero,Indefinido,0
